Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Quarterly_Tax,Weight
200,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,39,98823,CNG,110,1,0,1600,5,197,1119
201,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11495,44,96829,Petrol,110,1,0,1600,5,85,1075
202,TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,11250,40,96518,Petrol,97,1,0,1400,3,69,1025
203,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10500,42,92204,Petrol,110,1,0,1600,5,85,1075
204,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,10450,35,91456,Diesel,69,1,0,1900,3,185,1110
205,TOYOTA Corolla 19D LB Linea Terra 4/5-Doors,12950,43,89968,Diesel,69,1,0,1900,5,185,1140
206,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11500,44,89757,Petrol,110,1,0,1600,3,69,1045
207,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12500,40,85389,Petrol,110,1,0,1600,5,85,1075
208,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,43,85017,Petrol,97,0,0,1400,5,85,1060
209,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,41,84312,Petrol,110,0,0,1600,5,85,1080
210,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,37,82743,CNG,110,1,0,1600,5,197,1121
211,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,81106,Diesel,69,1,0,1900,5,185,1140
212,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,80425,Diesel,90,1,0,2000,5,210,1205
213,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,11790,34,78677,Petrol,110,1,1,1600,5,85,1105
214,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11450,40,78425,Petrol,110,1,0,1600,5,85,1075
215,TOYOTA Corolla 2.0 D4D HATCHB SOL 2/3-Doors,13500,33,78108,Diesel,90,1,0,2000,3,210,1170
216,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10950,33,77321,Petrol,110,1,0,1600,5,85,1075
217,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,75699,Diesel,69,0,0,1900,3,185,1105
218,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,41,75697,Petrol,97,1,0,1400,3,69,1025
219,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,44,74846,Petrol,97,1,0,1400,3,69,1025
220,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,38,74319,Petrol,110,1,0,1600,5,85,1075
221,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,11950,43,74285,Petrol,110,1,0,1600,5,85,1075
222,TOYOTA Corolla 1.6 HB LINEA SOL 4/5-Doors,12450,44,74172,Petrol,110,1,0,1600,5,163,1615
223,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,40,73042,Petrol,110,1,0,1598,5,85,1075
224,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,14950,44,71793,CNG,110,1,0,1600,4,197,1067
225,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,35,71200,Petrol,110,1,0,1600,5,85,1075
226,TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,38,67805,Petrol,110,1,0,1600,5,85,1075
227,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11950,35,65988,Petrol,110,1,0,1600,3,69,1040
228,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11690,34,65345,Petrol,97,1,0,1400,5,85,1060
229,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12450,42,64564,Petrol,110,1,0,1600,5,85,1080
230,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12750,36,63459,Petrol,97,1,0,1400,5,85,1060
231,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11925,44,63451,Petrol,97,0,0,1400,3,69,1025
232,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 4/5-Doors,12950,33,62000,Petrol,110,1,0,1600,5,19,1075
233,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11950,42,61300,Petrol,97,1,0,1400,3,69,1030
234,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12900,41,61200,Petrol,110,1,0,1600,3,69,1045
235,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11900,41,61000,Petrol,110,0,0,1600,5,85,1075
236,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11650,38,60829,Petrol,110,1,0,1600,5,85,1075
237,TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10950,44,60500,Petrol,110,0,0,1600,5,85,1075
238,TOYOTA Corolla 1.9 D HB SOL 2/3-Doors,13950,35,59500,Diesel,69,1,0,1900,3,64,1110
239,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors,13950,44,59000,Petrol,110,0,1,1600,5,85,1110
240,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,11950,40,58954,Petrol,110,1,0,1600,5,85,1080
241,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,38,58798,Petrol,110,1,0,1600,5,85,1075
242,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,38,58363,Petrol,110,1,0,1600,3,85,1055
243,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11950,43,58277,Petrol,110,1,0,1600,3,69,1045
244,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,13500,33,57711,Diesel,90,1,0,2000,3,210,1165
245,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11690,33,57269,Petrol,110,1,0,1600,5,85,1075
246,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13500,39,56001,Petrol,110,1,0,1600,5,85,1075
247,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11950,42,55968,Petrol,110,0,0,1600,3,69,1050
248,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12900,39,55678,Petrol,110,1,0,1600,4,69,1030
249,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,13500,43,55539,Petrol,110,1,0,1600,5,85,1085
250,TOYOTA Corolla 1.6 GL LB 4/5-Doors,11750,42,55400,Petrol,110,0,0,1600,5,85,1075
251,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,33,55350,Petrol,110,0,0,1600,5,85,1075
252,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10850,43,54600,Petrol,110,0,0,1600,4,69,1030
253,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,43,53773,Petrol,110,1,0,1600,5,85,1075
254,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,14950,42,53719,Petrol,110,1,1,1600,5,85,1105
255,TOYOTA Corolla 1.6 Terra 5-Doors Liftback 4/5-Doors,9940,39,53644,Petrol,110,1,0,1600,5,19,1075
256,TOYOTA Corolla 1.6-16v Linea Terra LB 4/5-Doors,12900,42,53350,Petrol,110,0,0,1600,5,85,1075
257,TOYOTA Corolla 1.6I Luna liftback 4/5-Doors,13500,38,53000,Petrol,110,1,0,1600,5,85,1075
258,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,44,52084,Petrol,97,1,0,1400,3,69,1025
259,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,44,52000,Petrol,97,0,0,1400,3,69,1025
260,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,33,51945,Petrol,110,1,0,1600,5,85,1075
261,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,51732,Petrol,97,1,0,1400,3,69,1025
262,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12495,39,50873,Petrol,110,1,0,1600,5,85,1075
263,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,13500,41,50856,Petrol,110,0,0,1600,4,69,1030
264,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12750,40,50640,Petrol,110,1,0,1600,5,85,1075
265,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12000,39,50000,Petrol,97,1,0,1400,5,85,1060
266,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,38,49500,Petrol,110,1,0,1600,5,85,1075
267,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12495,44,49332,Petrol,110,1,0,1600,5,85,1080
268,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12450,34,49291,Petrol,110,1,0,1600,3,69,1040
269,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,48952,Diesel,90,1,0,2000,5,210,1205
270,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,39,48945,Petrol,110,0,0,1600,3,69,1040
271,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,48928,Diesel,69,1,0,1900,3,185,1105
272,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,38,48197,Petrol,110,1,0,1600,5,85,1075
273,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,35,48052,Diesel,69,1,0,1900,3,185,1105
274,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,13450,34,48011,Petrol,110,1,0,1600,4,69,1030
275,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,13500,43,48000,Petrol,110,1,0,1600,5,85,1075
276,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11480,41,47350,Petrol,110,1,0,1600,5,85,1075
277,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,13450,39,46821,Petrol,97,1,0,1400,5,85,1060
278,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11495,39,46694,Petrol,110,0,0,1600,3,69,1040
279,TOYOTA Corolla 1.4 VVTI L.Terra HB 4/5-Doors,12750,43,46515,Petrol,97,0,0,1400,5,69,1025
280,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14990,38,46327,Petrol,110,1,0,1600,3,85,1055
281,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12950,35,46304,Petrol,97,1,0,1400,5,85,1060
282,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,45886,Petrol,110,1,0,1600,5,85,1080
283,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,12850,39,45713,Petrol,97,1,0,1400,5,19,1085
284,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,13950,40,45600,Petrol,110,1,1,1600,5,85,1105
285,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,41,45287,Petrol,110,1,0,1600,5,85,1075
286,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,39,45081,Petrol,110,1,0,1600,5,85,1075
287,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11700,40,44830,Petrol,110,1,0,1600,5,85,1075
288,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,37,44757,Petrol,97,0,0,1400,3,69,1025
289,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,44,44218,Petrol,97,1,0,1400,5,85,1060
290,TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,43,43632,Petrol,110,1,0,1600,5,85,1075
291,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,36,43427,Petrol,110,1,0,1600,3,69,1040
292,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13875,39,43254,Petrol,110,1,0,1600,5,85,1075
293,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,35,43000,Petrol,110,0,0,1600,3,69,1050
294,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12295,33,42823,Petrol,110,1,0,1600,5,85,1075
295,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,42,42560,Petrol,110,1,0,1600,5,85,1080
296,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,38,41754,Petrol,110,0,0,1600,3,69,1040
297,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,44,41499,CNG,110,1,0,1600,5,197,1103
298,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12850,40,41339,Petrol,110,1,0,1600,5,85,1080
299,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13995,35,41000,Petrol,110,1,0,1600,5,85,1075
300,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,13750,39,40000,Petrol,110,1,0,1600,3,85,1055
301,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12750,37,39757,Petrol,110,1,0,1600,5,85,1075
302,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12500,41,39659,Petrol,110,1,0,1600,3,69,1045
303,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,13950,43,39650,Petrol,110,0,0,1600,3,85,1055
304,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,39,39524,Petrol,97,1,0,1398,3,69,1025
305,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,13950,44,39516,Petrol,97,1,0,1400,5,85,1060
306,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,41,39439,Petrol,97,0,0,1400,5,85,1060
307,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,44,39000,Petrol,97,1,0,1400,3,69,1025
308,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 2/3-Doors,13500,42,38932,Petrol,110,1,0,1600,3,69,1040
309,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,37,38812,Petrol,97,0,0,1400,3,69,1025
310,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12450,42,38665,Petrol,110,1,0,1600,5,85,1075
311,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,38653,Petrol,110,1,0,1600,5,85,1080
312,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13995,44,38461,Petrol,110,1,0,1600,5,85,1080
313,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,42,38078,Petrol,97,0,0,1400,3,69,1025
314,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11650,39,37782,Petrol,97,1,0,1400,5,85,1060
315,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,9950,43,37576,Petrol,97,0,0,1400,3,69,1030
316,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13950,41,37533,Petrol,110,1,0,1600,5,85,1075
317,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,44,37389,Petrol,110,1,0,1600,5,85,1080
318,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,38,37320,Petrol,97,1,0,1400,3,69,1025
319,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9900,42,37000,Petrol,97,1,0,1400,3,69,1025
320,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,11950,44,37000,Petrol,110,0,0,1600,4,19,1075
321,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11990,40,36566,Petrol,110,0,0,1600,5,85,1090
322,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10750,36,36269,Petrol,110,1,0,1600,5,85,1075
323,TOYOTA Corolla 1.6 VVTi Linea terra 4/5-Doors,13950,37,36074,Petrol,110,1,1,1600,5,19,1075
324,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11250,44,36066,Petrol,110,1,0,1600,3,69,1040
325,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,39,34599,Petrol,110,1,0,1600,5,85,1075
326,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,41,34000,Petrol,110,1,0,1600,5,85,1075
327,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,42,33623,Petrol,97,1,0,1400,3,69,1025
328,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,33,33591,Petrol,110,1,0,1600,5,85,1075
329,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,35,33258,Petrol,110,1,0,1600,5,85,1075
330,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11695,43,33113,Petrol,110,1,0,1600,5,85,1075
331,TOYOTA Corolla 1.6v VVT-i Linea Sol 4/5-Doors,11000,41,33000,Petrol,110,1,1,1600,5,19,1075
332, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,35,32941,Petrol,110,1,0,1600,5,85,1080
333,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,38,32781,Petrol,110,0,0,1600,5,85,1075
334,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11750,40,32532,Petrol,110,1,0,1600,3,69,1040
335,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12400,34,32431,Petrol,97,1,0,1400,5,85,1060
336,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,35,32000,Petrol,110,0,0,1600,3,69,1040
337,TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors,12900,33,31000,Petrol,110,1,0,1600,5,19,1075
338,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12200,41,30989,Petrol,110,0,0,1600,3,69,1045
339,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12750,43,30742,Petrol,110,1,0,1600,3,69,1040
340,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,42,30190,Petrol,110,1,0,1600,5,85,1075
341,TOYOTA Corolla Liftback 1.6 VVTI 4/5-Doors,11900,41,29716,Petrol,116,1,0,1600,5,85,1075
342,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,44,29716,Petrol,110,1,1,1600,3,85,1070
343,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14950,42,29640,Petrol,110,0,0,1600,3,85,1055
344, TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11950,41,29056,Petrol,97,1,0,1400,5,85,1060
345,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,33,28715,Petrol,110,1,0,1600,5,85,1075
346, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,14950,41,28571,Petrol,110,0,0,1600,5,85,1090
347,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,13450,40,28362,Petrol,110,1,0,1600,3,69,1040
348,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13750,38,28150,Petrol,110,1,0,1600,5,85,1075
349,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,43,27301,Petrol,110,1,0,1600,3,69,1040
350, TOYOTA Corolla 1.6 Terra LB Comf. 4/5-Doors,12750,33,27240,Petrol,110,1,0,1600,5,85,1075
351,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,39,27170,Petrol,97,1,0,1400,5,85,1060
352, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,42,27141,Petrol,97,1,0,1400,5,85,1060
353,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,38,26262,Petrol,110,1,0,1600,5,85,1075
354,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12500,38,26000,Petrol,97,1,0,1400,5,85,1060
355,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,14950,43,25228,Petrol,110,1,0,1600,3,69,1045
356, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,39,25062,Petrol,110,1,0,1600,5,85,1080
357,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,12695,39,24723,Petrol,110,1,1,1600,4,85,1060
358,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14990,33,24650,Petrol,110,1,0,1600,3,85,1055
359, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12750,43,24553,Petrol,110,1,0,1600,5,85,1080
360, TOYOTA Corolla 1.6 VVTi Terra Comfort 4/5-Doors,14350,41,24475,Petrol,110,1,0,1600,5,69,1030
361,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,39,24444,Petrol,110,1,0,1600,3,69,1040
362,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,35,24011,Petrol,97,0,0,1400,3,69,1025
363,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,24000,Petrol,97,1,0,1400,3,69,1025
364,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,40,23616,Petrol,110,1,0,1600,5,85,1075
365,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12900,38,22865,Petrol,110,1,0,1600,5,85,1075
366,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10500,41,22780,Petrol,86,1,0,1300,5,69,1035
367,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,35,21904,Petrol,97,0,0,1400,3,69,1025
368,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,21651,Petrol,97,0,0,1400,3,69,1025
369,TOYOTA Corolla 1.6 VVTI Linea Terra Comfort 4/5-Doors,11450,37,21500,Petrol,110,1,0,1600,5,69,1030
370, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13250,44,21027,Petrol,110,1,0,1600,5,85,1080
371,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,39,18500,Petrol,110,0,0,1600,4,69,1030
372,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,13995,35,18000,Petrol,110,1,0,1600,5,85,1075
373,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11950,40,17051,Petrol,97,0,0,1400,5,85,1060
374,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,13250,33,16512,Petrol,97,1,0,1400,5,19,1085
375,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,16325,Petrol,110,1,0,1600,5,85,1080
376,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11750,38,16000,Petrol,97,1,0,1400,5,85,1060
377,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,11500,39,12000,Petrol,110,1,0,1600,5,85,1075
378,TOYOTA Corolla 1.4 VVTI LB 4/5-Doors,13500,43,10000,Petrol,97,1,0,1400,5,85,1060
379, TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6500,53,216000,Diesel,69,0,0,1900,3,185,1110
380,TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,6400,51,198167,Diesel,69,0,0,1900,4,185,1095
381,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,7000,53,176000,Diesel,69,0,0,1900,3,185,1105
382,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,7750,54,174139,Diesel,72,1,0,2000,4,185,1100
383,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,8900,45,174000,Diesel,69,1,0,1900,5,185,1095
384,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,8500,55,150000,CNG,110,1,0,1600,3,72,1075
385,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,54,149329,Diesel,72,1,0,2000,5,185,1135
386,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9900,51,146736,Petrol,110,1,0,1600,5,85,1080
387,TOYOTA Corolla 1.9 D LIFTB LUNA 4/5-Doors,10250,53,143513,Diesel,69,0,0,1900,5,185,1140
388,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9250,48,142130,CNG,110,0,0,1600,5,197,1119
389,TOYOTA Corolla 1.9 D WGN LINEA TERRA Stationwagen,7750,48,140700,Diesel,69,1,0,1900,5,64,1110
390, TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,9450,54,138394,Diesel,69,1,0,1900,4,185,1095
391,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7750,55,137000,Diesel,72,1,0,2000,5,185,1135
392,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,8250,52,135258,Diesel,69,1,0,1900,5,185,1140
393,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9950,49,131364,Petrol,110,1,0,1600,5,85,1075
394,TOYOTA Corolla 1.8D Stationwagen,4450,56,129155,Diesel,69,0,0,1800,5,64,1110
395, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,9950,50,126110,Petrol,110,0,0,1600,3,85,1055
396,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9000,48,119742,Petrol,110,1,0,1600,5,85,1080
397,TOYOTA Corolla 1.9 D LB LINEA SOL 4/5-Doors,9950,53,117913,Diesel,69,1,0,1900,5,64,1110
398,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,12450,47,117430,Diesel,90,1,0,2000,3,210,1165
399,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,55,117175,Petrol,110,1,0,1600,4,69,1035
400,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10750,54,115558,Petrol,110,1,0,1600,4,69,1035
401,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,53,115113,Petrol,97,1,0,1400,3,69,1025
402,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10500,54,115046,Diesel,69,1,0,1900,5,185,1140
403,TOYOTA Corolla 2.0D 4/5-Doors,5150,56,113997,Diesel,72,1,0,2000,5,64,1135
